provider_id,fullName,email,phoneNumber,serviceType,expertise,experienceYears,status,kycStatus,rating,totalJobsCompleted,acceptanceRate,cancellationRate,avgResponseSeconds,serviceRadiusKm,priceLevel,languages,availableSlots,createdAt,latitude,longitude,address,distance_km
1496,Suresh Mishra,suresh.mishra.1496@pequire.com,+91 6872555708,Plumbing,"tap fitting,sink repair,shower repair,geyser repair,water tank cleaning,pipe leak",6,Busy,Verified,4.0,404,90,38,2455,21,budget,"Punjabi,English,Bhojpuri","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2026-03-13T16:08:25.828492,26.423937181823774,80.30475527963543,"Barra, Kanpur",7.03
1497,Karan Khan,karan.khan.1497@pequire.com,+91 6582778348,Laundry,"stain removal,steam iron,carpet cleaning,curtain cleaning,dry clean",17,Online,Pending,4.1,110,69,1,171,14,budget,"Hindi,English","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-07-18T16:08:25.828492,26.475056687850152,80.27823712402966,"Kakadeo, Kanpur",7.27
1498,Pankaj Khan,pankaj.khan.1498@pequire.com,+91 8455931250,Electrical,"led light,refrigerator,switchboard",4,Offline,Verified,4.0,48,88,24,1517,11,premium,Punjabi,"11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2025-11-17T16:08:25.828492,26.48133736985909,80.34025298256313,"Civil Lines, Kanpur",1.54
1499,Ravi Rathore,ravi.rathore.1499@pequire.com,+91 9325539552,Plumbing,"geyser repair,sink repair,pipe leak,water tank cleaning",9,Online,Verified,4.7,3,86,3,1953,25,budget,"English,Hindi,Punjabi","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-10-08T16:08:25.828492,26.421669781672655,80.28139790748922,"Barra, Kanpur",8.89
1500,Arjun Dwivedi,arjun.dwivedi.1500@pequire.com,+91 7899661675,Carpentry,"lock fix,sofa repair",18,Online,Pending,4.7,75,96,2,3307,8,budget,"Punjabi,English","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-07-02T16:08:25.828492,26.44142174103256,80.27570061140558,"Govind Nagar, Kanpur",8.23
1501,Aman Sharma,aman.sharma.1501@pequire.com,+91 9891069224,Electrical,"inverter,ac repair",19,Online,Verified,3.8,330,99,29,1584,8,budget,"Punjabi,English,Bhojpuri","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2026-03-06T16:08:25.828492,26.43423105722617,80.27908453427678,"Govind Nagar, Kanpur",8.3
1502,Vikas Singh,vikas.singh.1502@pequire.com,+91 6255772348,Laundry,"carpet cleaning,woolens,bridal wear,dry clean,steam iron,curtain cleaning",22,Offline,Pending,3.8,0,66,27,3354,5,budget,"Punjabi,Bhojpuri","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2026-04-02T16:08:25.828492,26.480265048715108,80.22914822321559,"Panki, Kanpur",12.19
1503,Arjun Singh,arjun.singh.1503@pequire.com,+91 8696467533,Plumbing,"water tank cleaning,toilet blockage,geyser repair,shower repair",2,Offline,Verified,3.9,98,79,16,2054,8,budget,"Hindi,Bhojpuri,English","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-10-23T16:08:25.828492,26.46628162783614,80.38150413630333,"Cantonment, Kanpur",3.07
1504,Sanjay Khan,sanjay.khan.1504@pequire.com,+91 9413503576,Plumbing,"shower repair,pipe leak",7,Online,Verified,4.9,91,70,3,2822,15,premium,"Punjabi,Bhojpuri,Hindi","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-08-05T16:08:25.828492,26.46892901980987,80.31483327822247,"Swaroop Nagar, Kanpur",3.63
1505,Vishal Tiwari,vishal.tiwari.1505@pequire.com,+91 9190479376,Electrical,"wiring,refrigerator,fan repair,switchboard,washing machine",3,Offline,Verified,4.2,423,74,1,636,11,standard,Bhojpuri,"03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-05-14T16:08:25.828492,26.457163217197746,80.3402175554074,"Civil Lines, Kanpur",1.94
1506,Shakeel Ahmad,shakeel.ahmad.1506@pequire.com,+91 6963760227,Laundry,"dry clean,carpet cleaning,woolens",12,Offline,Verified,3.8,228,75,16,102,20,budget,"English,Bhojpuri,Punjabi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2026-02-18T16:08:25.828492,26.48747310567418,80.2727335450871,"Kalyanpur, Kanpur",8.01
1507,Karan Saini,karan.saini.1507@pequire.com,+91 8098666449,Plumbing,"pipe leak,tap fitting,toilet blockage,geyser repair,shower repair,water tank cleaning",16,Online,Verified,4.9,245,93,11,952,24,standard,English,"05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-07-19T16:08:25.828492,26.451150263353608,80.38448086100469,"Cantonment, Kanpur",4.02
1508,Suresh Tiwari,suresh.tiwari.1508@pequire.com,+91 8712598954,Laundry,"carpet cleaning,steam iron",3,Online,Verified,3.8,135,73,12,1798,7,standard,"English,Punjabi,Bhojpuri","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-12-02T16:08:25.828492,26.424943541031695,80.29139363338625,"Barra, Kanpur",7.9
1509,Karan Verma,karan.verma.1509@pequire.com,+91 7573227161,Plumbing,"geyser repair,tap fitting,toilet blockage",22,Offline,Pending,4.0,111,75,33,395,13,premium,English,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-04-28T16:08:25.828492,26.46893308146939,80.31830724861275,"Swaroop Nagar, Kanpur",3.29
1510,Rahul Agarwal,rahul.agarwal.1510@pequire.com,+91 7648229415,Electrical,"switchboard,led light,refrigerator",22,Offline,Verified,3.7,461,79,12,2544,15,premium,Punjabi,"03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-10-13T16:08:25.828492,26.397599673273096,80.33216518716047,"Naubasta, Kanpur",8.44
1511,Manoj Maurya,manoj.maurya.1511@pequire.com,+91 8694834372,Plumbing,"tap fitting,pipe leak,geyser repair,toilet blockage",4,Online,Verified,4.2,106,79,5,1210,19,standard,"Hindi,Punjabi,Bhojpuri","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-06-22T16:08:25.828492,26.491578014230456,80.25583407866036,"Kalyanpur, Kanpur",9.75
1512,Sanjay Sharma,sanjay.sharma.1512@pequire.com,+91 8569134723,Electrical,"wiring,ac repair,switchboard,led light,fan repair",24,Online,Verified,3.8,148,84,22,1065,5,premium,"Punjabi,English,Bhojpuri","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-06-24T16:08:25.828492,26.448919233582888,80.30693504595163,"Gumti No. 5, Kanpur",5.08
1513,Karan Shukla,karan.shukla.1513@pequire.com,+91 9940913305,Electrical,"ac repair,fan repair,washing machine,inverter,refrigerator",14,Busy,Verified,3.8,373,97,6,1715,19,standard,Hindi,"01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-05-20T16:08:25.828492,26.457015558058075,80.35971860064679,"Civil Lines, Kanpur",1.83
1514,Rajesh Sharma,rajesh.sharma.1514@pequire.com,+91 8647616952,Laundry,"stain removal,bridal wear,carpet cleaning,steam iron,dry clean,curtain cleaning",25,Offline,Pending,3.6,272,61,14,1549,7,standard,English,"05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2026-01-27T16:08:25.829056,26.459674558042796,80.35040653117538,"Civil Lines, Kanpur",1.33
1515,Irfan Tiwari,irfan.tiwari.1515@pequire.com,+91 7278278384,Laundry,"dry clean,stain removal,carpet cleaning,bridal wear,woolens,steam iron",25,Busy,Verified,4.6,369,70,8,638,12,budget,"English,Punjabi","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-05-26T16:08:25.829056,26.48921126803688,80.30879448210885,"Swaroop Nagar, Kanpur",4.65
1516,Irfan Sharma,irfan.sharma.1516@pequire.com,+91 6627123139,Electrical,"switchboard,washing machine,refrigerator,led light,wiring",24,Busy,Verified,4.5,345,86,3,860,24,premium,English,"11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-11-14T16:08:25.829056,26.62310688301685,80.26948203912556,"Bithoor, Kanpur",18.71
1517,Deepak Mishra,deepak.mishra.1517@pequire.com,+91 6343093422,Plumbing,"water tank cleaning,sink repair,toilet blockage",7,Online,Verified,4.6,98,79,12,1673,10,budget,Hindi,"05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-10-11T16:08:25.829056,26.40734675275372,80.32904419999647,"Kidwai Nagar, Kanpur",7.48
1518,Ankit Singh,ankit.singh.1518@pequire.com,+91 6254434662,Plumbing,"sink repair,shower repair,geyser repair,tap fitting,water tank cleaning,pipe leak",1,Online,Verified,3.5,59,100,36,467,9,premium,"Bhojpuri,English,Hindi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2025-05-09T16:08:25.829056,26.440827464766954,80.27765547519164,"Govind Nagar, Kanpur",8.08
1519,Imran Mishra,imran.mishra.1519@pequire.com,+91 8620852160,Carpentry,"lock fix,cabinet fix,window repair,furniture polish",10,Busy,Verified,4.5,4,64,7,53,8,premium,"Hindi,Punjabi","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-08-10T16:08:25.829056,26.46352986020866,80.34672852019611,"Civil Lines, Kanpur",1.0
1520,Sumit Kapoor,sumit.kapoor.1520@pequire.com,+91 8287619128,Laundry,"carpet cleaning,steam iron",21,Online,Verified,3.8,494,100,18,1151,24,budget,"Hindi,Punjabi","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2026-04-04T16:08:25.829056,26.42599268476455,80.39338758038491,"Jajmau, Kanpur",6.58
1521,Rajesh Jain,rajesh.jain.1521@pequire.com,+91 7480663152,Laundry,"curtain cleaning,steam iron,bridal wear,carpet cleaning,woolens,stain removal",12,Online,Verified,4.0,371,77,28,853,14,standard,"English,Hindi","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2026-03-25T16:08:25.829056,26.408834694151235,80.28073734404862,"Barra, Kanpur",9.9
1522,Ajay Kapoor,ajay.kapoor.1522@pequire.com,+91 7871803010,Electrical,"switchboard,fan repair,washing machine,wiring,led light",18,Online,Verified,4.2,404,74,15,2635,10,standard,"Bhojpuri,English","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-04-29T16:08:25.829056,26.474101530585433,80.32746874455474,"Swaroop Nagar, Kanpur",2.38
1523,Sumit Jain,sumit.jain.1523@pequire.com,+91 9527188914,Plumbing,"water tank cleaning,geyser repair",20,Online,Verified,2.0,292,60,12,2693,18,standard,"Punjabi,Bhojpuri,Hindi","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2026-03-14T16:08:25.829056,26.43440044784449,80.40785116945459,"Jajmau, Kanpur",6.99
1524,Sumit Singh,sumit.singh.1524@pequire.com,+91 7459336895,Electrical,"fan repair,switchboard",25,Online,Verified,3.6,387,72,28,1506,6,budget,"Hindi,Punjabi","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-08-02T16:08:25.829056,26.476473132356002,80.31965838908512,"Swaroop Nagar, Kanpur",3.19
1525,Ravi Maurya,ravi.maurya.1525@pequire.com,+91 6376221346,Electrical,"wiring,washing machine,ac repair",9,Online,Verified,4.4,327,95,8,3132,24,standard,Hindi,"01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2025-11-17T16:08:25.829056,26.624624586581273,80.27993864020736,"Bithoor, Kanpur",18.43
1526,Vishal Kushwaha,vishal.kushwaha.1526@pequire.com,+91 6172847395,Laundry,"stain removal,dry clean,woolens,steam iron",10,Online,Verified,3.7,493,87,17,1175,13,standard,"Bhojpuri,Hindi,English","05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-10-08T16:08:25.829056,26.402548784408506,80.31906873882146,"Naubasta, Kanpur",8.32
1527,Karan Kapoor,karan.kapoor.1527@pequire.com,+91 9073743357,Carpentry,"window repair,furniture polish,sofa repair,lock fix,modular kitchen",3,Offline,Verified,4.9,255,95,11,926,7,premium,English,"03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-12-06T16:08:25.829056,26.42372449152304,80.3430112587859,"Kidwai Nagar, Kanpur",5.39
1528,Vikas Mishra,vikas.mishra.1528@pequire.com,+91 6518907168,Laundry,"woolens,dry clean,carpet cleaning,curtain cleaning",4,Online,Verified,4.8,2,86,5,1701,10,standard,"Bhojpuri,Punjabi","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-09-02T16:08:25.829056,26.421769727493896,80.35817390978075,"Shyam Nagar, Kanpur",5.58
1529,Deepak Maurya,deepak.maurya.1529@pequire.com,+91 6289993629,Laundry,"carpet cleaning,curtain cleaning,woolens,bridal wear,stain removal,dry clean",24,Online,Verified,4.8,104,94,7,147,20,standard,"Hindi,English","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2026-04-07T16:08:25.829056,26.46968045124482,80.31431091211512,"Gumti No. 5, Kanpur",3.68
1530,Manoj Verma,manoj.verma.1530@pequire.com,+91 7557837248,Electrical,"inverter,refrigerator,fan repair,switchboard,led light",17,Online,Verified,4.9,30,60,2,297,18,standard,"Bhojpuri,Hindi,Punjabi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-07-15T16:08:25.829056,26.434937657407275,80.36361205846956,"Shyam Nagar, Kanpur",4.26
1531,Sandeep Rathore,sandeep.rathore.1531@pequire.com,+91 7193151005,Electrical,"wiring,washing machine,ac repair,fan repair,switchboard",11,Busy,Verified,4.3,463,82,5,2753,22,premium,Hindi,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-12-18T16:08:25.829056,26.473764379459805,80.32832828276,"Swaroop Nagar, Kanpur",2.29
1532,Deepak Yadav,deepak.yadav.1532@pequire.com,+91 6050089327,Plumbing,"water tank cleaning,geyser repair,sink repair,toilet blockage,pipe leak",14,Offline,Verified,3.8,297,62,3,2729,25,standard,"Hindi,English,Punjabi","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-04-24T16:08:25.829056,26.477401541903657,80.33567567232014,"Civil Lines, Kanpur",1.67
1533,Pankaj Rathore,pankaj.rathore.1533@pequire.com,+91 8419985739,Plumbing,"geyser repair,toilet blockage,tap fitting,pipe leak,sink repair,water tank cleaning",13,Offline,Verified,5.0,263,63,11,2516,14,standard,"Punjabi,English","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-05-28T16:08:25.829056,26.504516282221363,80.26835670763714,"Kalyanpur, Kanpur",9.02
1534,Pradeep Rathore,pradeep.rathore.1534@pequire.com,+91 7329546665,Electrical,"refrigerator,wiring,ac repair",17,Online,Verified,4.4,197,87,2,2766,24,premium,Hindi,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2026-01-12T16:08:25.829056,26.494013342646113,80.31364422919383,"Swaroop Nagar, Kanpur",4.49
1535,Pradeep Gupta,pradeep.gupta.1535@pequire.com,+91 7514127122,Laundry,"curtain cleaning,dry clean,steam iron,stain removal",22,Online,Verified,3.9,45,87,13,2232,25,premium,"English,Bhojpuri,Hindi","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-08-15T16:08:25.829056,26.49013490375043,80.33489696096548,"Swaroop Nagar, Kanpur",2.62
1536,Jitendra Jain,jitendra.jain.1536@pequire.com,+91 6539836777,Electrical,"wiring,washing machine",13,Offline,Verified,4.8,252,81,0,138,19,standard,"English,Punjabi,Hindi","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-07-23T16:08:25.829056,26.426581311919733,80.29840607792825,"Govind Nagar, Kanpur",7.26
1537,Pradeep Shukla,pradeep.shukla.1537@pequire.com,+91 6899754236,Electrical,"washing machine,refrigerator,switchboard,inverter,fan repair,wiring",24,Offline,Verified,3.7,142,82,18,2600,20,standard,"Bhojpuri,Punjabi,Hindi","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-08-20T16:08:25.829056,26.508120848814293,80.26806206897234,"Kalyanpur, Kanpur",9.22
1538,Jitendra Ahmad,jitendra.ahmad.1538@pequire.com,+91 7371455739,Electrical,"refrigerator,led light,inverter,fan repair",21,Offline,Verified,3.6,86,69,20,2370,18,budget,"Hindi,Bhojpuri,English","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-12-18T16:08:25.829056,26.473432935148107,80.36388539434932,"Civil Lines, Kanpur",1.28
1539,Pankaj Khan,pankaj.khan.1539@pequire.com,+91 9446431039,Carpentry,"modular kitchen,lock fix,bed repair",20,Offline,Verified,4.2,481,73,15,746,7,standard,Bhojpuri,"05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-09-07T16:08:25.829056,26.417944800560456,80.28909064011813,"Barra, Kanpur",8.59
1540,Sunil Ahmad,sunil.ahmad.1540@pequire.com,+91 6614639912,Electrical,"fan repair,inverter,ac repair,refrigerator",11,Online,Verified,3.9,15,80,9,909,13,premium,"Hindi,Punjabi","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-08-18T16:08:25.829056,26.44425427544349,80.29644693722143,"Govind Nagar, Kanpur",6.24
1541,Ajay Tiwari,ajay.tiwari.1541@pequire.com,+91 6466088973,Electrical,"ac repair,led light,washing machine",9,Offline,Verified,4.2,422,96,11,1575,13,budget,"Hindi,Bhojpuri,Punjabi","11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-07-09T16:08:25.829056,26.4216139924462,80.39904872909882,"Jajmau, Kanpur",7.32
1542,Pankaj Kushwaha,pankaj.kushwaha.1542@pequire.com,+91 8553574924,Carpentry,"bed repair,door repair,lock fix,modular kitchen",18,Online,Verified,3.6,77,69,1,2026,15,budget,"Punjabi,Hindi","01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-01-05T16:08:25.829056,26.434649736323163,80.3891067383556,"Jajmau, Kanpur",5.58
1543,Arjun Shukla,arjun.shukla.1543@pequire.com,+91 6626962136,Laundry,"carpet cleaning,steam iron,woolens,curtain cleaning,dry clean",19,Busy,Verified,4.9,374,65,4,2607,23,premium,Bhojpuri,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-06-21T16:08:25.829056,26.446615608834104,80.30387297411978,"Gumti No. 5, Kanpur",5.47
1544,Manoj Jain,manoj.jain.1544@pequire.com,+91 8026112836,Laundry,"woolens,stain removal,curtain cleaning,steam iron,dry clean,carpet cleaning",12,Online,Verified,4.7,5,91,5,3325,24,standard,Punjabi,"03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-05-12T16:08:25.829056,26.398865896536307,80.34288845395427,"Naubasta, Kanpur",8.13
1545,Vishal Khan,vishal.khan.1545@pequire.com,+91 7353385306,Laundry,"dry clean,carpet cleaning,woolens",21,Online,Verified,4.0,357,94,1,1557,24,budget,Hindi,"01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-08-18T16:08:25.829056,26.409475117093418,80.33501335360968,"Naubasta, Kanpur",7.09
1546,Vikas Maurya,vikas.maurya.1546@pequire.com,+91 7448903768,Laundry,"carpet cleaning,curtain cleaning,stain removal,woolens,steam iron",15,Online,Verified,3.5,4,80,18,3226,6,budget,"English,Punjabi,Bhojpuri","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-12-17T16:08:25.829056,26.41432808149761,80.34376766488997,"Naubasta, Kanpur",6.41
1547,Rahul Sharma,rahul.sharma.1547@pequire.com,+91 7835407153,Plumbing,"toilet blockage,geyser repair,tap fitting",10,Offline,Verified,4.4,4,73,13,1878,5,standard,"Bhojpuri,English","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-11-26T16:08:25.829056,26.417686915825747,80.39650565961131,"Jajmau, Kanpur",7.5
1548,Sanjay Agarwal,sanjay.agarwal.1548@pequire.com,+91 8644450639,Laundry,"carpet cleaning,curtain cleaning,dry clean",13,Offline,Verified,4.6,136,82,2,2145,22,standard,"Hindi,English","11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-07-22T16:08:25.829056,26.479906737490126,80.35950265275784,"Civil Lines, Kanpur",1.24
1549,Sunil Kapoor,sunil.kapoor.1549@pequire.com,+91 9451969809,Laundry,"carpet cleaning,dry clean",3,Online,Verified,4.8,232,98,10,2681,19,premium,"Hindi,Punjabi","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2026-02-23T16:08:25.829056,26.50238617421252,80.26965944618705,"Kalyanpur, Kanpur",8.81
1550,Sandeep Kapoor,sandeep.kapoor.1550@pequire.com,+91 8994547206,Laundry,"curtain cleaning,woolens,bridal wear,dry clean,stain removal",17,Busy,Pending,4.0,73,85,13,2059,19,budget,"Punjabi,English","03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2026-01-13T16:08:25.829056,26.43750497567728,80.3959853984217,"Jajmau, Kanpur",5.85
1551,Manish Chauhan,manish.chauhan.1551@pequire.com,+91 7257874692,Carpentry,"modular kitchen,door repair,furniture polish,window repair,sofa repair",15,Offline,Verified,1.6,260,100,27,3040,19,premium,Punjabi,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2026-01-16T16:08:25.829056,26.445807805647583,80.30443181202794,"Gumti No. 5, Kanpur",5.47
1552,Deepak Jain,deepak.jain.1552@pequire.com,+91 7517321842,Laundry,"carpet cleaning,dry clean,stain removal",6,Busy,Pending,3.8,72,93,19,3391,16,standard,Bhojpuri,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-11-19T16:08:25.829056,26.45231300846104,80.32268491890868,"Gumti No. 5, Kanpur",3.56
1553,Arjun Verma,arjun.verma.1553@pequire.com,+91 9792684064,Carpentry,"cabinet fix,window repair,furniture polish,modular kitchen",3,Online,Verified,3.9,486,68,3,495,13,standard,Punjabi,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-04-25T16:08:25.830063,26.428339915225603,80.38495445858645,"Shyam Nagar, Kanpur",5.87
1554,Jitendra Maurya,jitendra.maurya.1554@pequire.com,+91 6853055276,Plumbing,"pipe leak,tap fitting,sink repair,water tank cleaning,toilet blockage,geyser repair",10,Online,Verified,3.5,376,65,18,1155,11,budget,"Hindi,Bhojpuri,Punjabi","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2026-01-24T16:08:25.830063,26.44908436348537,80.29970955665932,"Gumti No. 5, Kanpur",5.7
1555,Pradeep Sharma,pradeep.sharma.1555@pequire.com,+91 8170392205,Plumbing,"geyser repair,toilet blockage,water tank cleaning",16,Offline,Verified,4.3,17,98,12,190,15,budget,Punjabi,"03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2026-02-17T16:08:25.830063,26.426719065205734,80.38305967966164,"Shyam Nagar, Kanpur",5.91
1556,Ravi Yadav,ravi.yadav.1556@pequire.com,+91 7112055731,Carpentry,"lock fix,cabinet fix,door repair,bed repair,sofa repair,window repair",14,Busy,Verified,3.6,183,69,18,2343,6,standard,"English,Punjabi","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-12-31T16:08:25.830063,26.387966724646866,80.3194749450441,"Naubasta, Kanpur",9.82
1557,Suresh Sharma,suresh.sharma.1557@pequire.com,+91 6975810714,Carpentry,"door repair,cabinet fix,sofa repair",2,Offline,Pending,4.1,58,69,3,1602,25,premium,"Punjabi,English","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-08-10T16:08:25.830063,26.423130879479878,80.38861116531127,"Jajmau, Kanpur",6.55
1558,Aman Rathore,aman.rathore.1558@pequire.com,+91 9782665856,Laundry,"dry clean,woolens,bridal wear,steam iron",22,Offline,Verified,3.8,294,87,24,863,19,premium,Hindi,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-09-11T16:08:25.830063,26.465881939479942,80.37673968672549,"Cantonment, Kanpur",2.62
1559,Karan Rathore,karan.rathore.1559@pequire.com,+91 8543688586,Plumbing,"shower repair,pipe leak,geyser repair,sink repair,toilet blockage",20,Online,Verified,4.4,40,68,15,2446,19,premium,"Punjabi,English,Bhojpuri","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-10-28T16:08:25.830063,26.47456485851851,80.36545892445577,"Cantonment, Kanpur",1.46
1560,Vishal Yadav,vishal.yadav.1560@pequire.com,+91 7613799596,Carpentry,"bed repair,lock fix,modular kitchen,door repair,furniture polish",14,Online,Pending,4.1,44,64,11,2108,22,premium,English,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-05-04T16:08:25.830063,26.469425807147058,80.25440191333976,"Panki, Kanpur",9.64
1561,Salman Khan,salman.khan.1561@pequire.com,+91 6435748847,Electrical,"ac repair,washing machine,refrigerator,switchboard,inverter",25,Busy,Verified,4.3,498,85,4,994,13,premium,Bhojpuri,"09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-08-16T16:08:25.830063,26.41103754117709,80.28308429722871,"Barra, Kanpur",9.56
1562,Ankit Maurya,ankit.maurya.1562@pequire.com,+91 6054427775,Plumbing,"tap fitting,water tank cleaning,sink repair,toilet blockage,pipe leak,geyser repair",15,Busy,Verified,3.6,374,80,39,1481,23,premium,"Punjabi,Bhojpuri","03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2026-03-02T16:08:25.830063,26.47205505165783,80.30963549110128,"Swaroop Nagar, Kanpur",4.14
